,Nils chair,Johan chair,Yuquan chair,Yuquan laptop,Nils Backpack,trash can,Yuquan bag,Yuquan lamp,Yuquan water bottle,A bag on Johan's desk ,11,Johan monitor,Johan cup,Yuquan cup,Nils laptop,16,Pillow,Rares,occulus,lunch box ,Nils jacket,22,23,24,Johan backpack,Table cloth,27,Johan cap
0,0.9222985115179242,0.9603373775168546,0.871015526499824,0.6289129478193785,0.5475425163248839,0.4934559900324036,0.3269285476616829,0.08369495889934041,0.09309302543399603,0.11733480193756733,0.11219582338707598,0.4730530369153822,0.30600133888937286,0.21198076498695823,0.11969962230869183,0.10194537401517048,0.5027288471803082,0.14045478186387877,0.08354461737841648,0.21414392175062483,0.40154505901289345,0.09796549497911002,0.16753652193291288,0.15202223069820303,0.12287250641265772,0.060869298328411016,0.08040968415300545,0.13131658946774766
1,0.9185146683575492,0.9648816142953353,0.8684912567442513,0.6244219847908865,0.5408196214882905,0.5036229210020687,0.3324006860014943,0.08960696844541502,0.0942414266152817,0.1272908556741626,0.11208653213941171,0.4619772595638527,0.29315325143963095,0.2134885957131735,0.13093819677188634,0.09902576122620588,0.514059428997687,0.1514824350114074,0.09141552463249498,0.2093024085640875,0.39595862248698005,0.08903059606429532,0.16881297936767975,0.15829711819289283,0.11442609328438838,0.06685931209943427,0.08497471886959909,0.14897537937296965
2,0.9145516869639516,0.9645236360344352,0.8745895818245144,0.6156585432338992,0.5394069364080233,0.4849402578268083,0.33237157920541416,0.0809921850968531,0.10416908113558865,0.12548168567623508,0.09653437065055318,0.45897354615232533,0.293287188488734,0.21032908568366468,0.13207027679761368,0.084311988300618,0.5183415459592212,0.1384361484349657,0.08599613664754775,0.20995853619304805,0.40992927749926017,0.09867197053589842,0.1649334963208911,0.15043293215456216,0.10871713130271407,0.07756845512227484,0.09365155764454752,0.13418750470484206
3,0.9184928718209415,0.9657043577272766,0.8673221112028994,0.5988851248675113,0.5342315801053357,0.4813219302742432,0.333763524900904,0.07207547410996706,0.09296187706507544,0.11429347415482476,0.11086028545300694,0.463415443243629,0.30509554288791885,0.22728928784959485,0.1329907117639111,0.10050819405097275,0.5222372706877066,0.1343177051434946,0.08198861847409616,0.20696713863941762,0.39538557085771037,0.08978173228567544,0.17459944689301146,0.14184661835817847,0.10759880020976136,0.07023341222351581,0.08814388244770524,0.13626673251341395
4,0.9150314405319214,0.9649992695363885,0.8744448786759254,0.614595247773341,0.533555532425232,0.4761544907022405,0.3261720370439929,0.08230075484074353,0.09110331761255956,0.1243257157643984,0.11306900465241006,0.46461872617195665,0.2984912004793308,0.21124874259796775,0.1252157328075149,0.09482020380941172,0.5070026396880014,0.1375619895228769,0.09342308889970856,0.21429117410411808,0.41385231247074633,0.09390253912565168,0.1733548911340353,0.15629652749159048,0.10616961847728637,0.061632512949739746,0.09180539561752644,0.1436058471154151
5,0.9138035200843581,0.955861856597598,0.8646023050440105,0.6122303119174848,0.5396878209266558,0.48438709802356517,0.3351483741838296,0.08341029741514339,0.1010907524759674,0.1238423672259293,0.11069786952613285,0.4627383287243528,0.30458938635170796,0.229941983010231,0.12907985858745757,0.09941145877339172,0.5189258335429245,0.1514600330372437,0.09169770525192159,0.20085010345109824,0.39519314398428607,0.09930359199120496,0.17729983278629927,0.16277823946441625,0.10992216381501622,0.07160056737837114,0.09071040634365249,0.14229962793176718
6,0.9168911683054048,0.9582143633939169,0.8728713434335452,0.5760538048964754,0.5335680549963217,0.48515947189159603,0.33347021207920713,0.09329169697814871,0.09928613913612959,0.1266232449140881,0.10975586989701855,0.457667621627927,0.2975967067294591,0.22543223742520987,0.12064209485792661,0.08959027803405605,0.5016170857639975,0.1542558575172319,0.09456006832079417,0.20883755317115305,0.4019251508539564,0.09278940739719307,0.1805946185935103,0.15478559878248405,0.11242468040584346,0.06639003431680583,0.09725086263504373,0.14032616584593716
7,0.9166660679432314,0.963843147409087,0.876884397305561,0.6406950565366057,0.5308471044312097,0.4860445579449049,0.33330094636533536,0.08634154772651823,0.09727518210121178,0.10758546750395212,0.10963926624881089,0.45632685173570076,0.2929279391613566,0.2120325385524123,0.12213060928363857,0.09537595108452798,0.5081431363732917,0.1592416092994203,0.0921403966287157,0.20537650720335004,0.39889162231013814,0.09684264699447766,0.16743911359845856,0.1560644700682648,0.10858777970538787,0.061892542196584424,0.08824723891624481,0.1397223015595822
8,0.929540389659878,0.9685717691641693,0.8713596847115366,0.6209552012056423,0.5477541284981927,0.47268611875632277,0.32998750439759106,0.07273487038465688,0.07655134711537034,0.11983291612683725,0.1022050995056758,0.4635611167137226,0.30057373659255016,0.20268003268489623,0.11732228877103593,0.09188519279902449,0.5194794114098726,0.13044482304641375,0.0864011211565504,0.20826702526544089,0.4088217348808702,0.09446355268039672,0.1638859236151039,0.15083016293609047,0.11340799868125825,0.05976869725973956,0.08477396773020215,0.1323814884487609
9,0.9253940595274713,0.970337513320341,0.8829616211245165,0.7030521366537923,0.5613219070526566,0.496586310928296,0.336160764603323,0.07935793409356623,0.08446186905889871,0.11025900474807013,0.1032638895716695,0.4575696611584094,0.3086937492314498,0.20579226975772694,0.12071724730682447,0.09194421842021869,0.5084970332211183,0.14392814588553954,0.08357294625861682,0.21305331922577234,0.4174331853621087,0.09159067347806263,0.17953926895124328,0.14128041319940823,0.1025705414482229,0.057136071624335906,0.08183460013358293,0.14530154365455894
10,0.9244256289570876,0.9660906046049103,0.8875503693457629,0.6965609545847956,0.5558830943825098,0.5092899358155056,0.34249253719587097,0.07923034001136951,0.08537546053340608,0.11539839906301134,0.10526776455212032,0.4576039081375657,0.288933555812707,0.2051639143404292,0.12152912331028842,0.08061455666268832,0.5254654666070666,0.13918749032936445,0.07658132407184504,0.19167366280333517,0.40728897956901244,0.08454054986172127,0.1740635008452236,0.14822478124182306,0.11336315569420481,0.05804830852410151,0.08508669831026378,0.13302945251084208
11,0.9271261054702069,0.9692153254803095,0.883764588329516,0.7289388458425955,0.5603062106928912,0.4893541959407046,0.334884554242188,0.08751038381923837,0.08435706425207076,0.12565493479407647,0.09223392019441498,0.47294993288480053,0.2803253040002943,0.22464054306205136,0.12545512493142685,0.10162888378014612,0.5020971871268456,0.14270254059406437,0.09214722238614721,0.21700157250908378,0.4027515491237138,0.08698650900987828,0.14948479938221945,0.14816400924831358,0.10701634015819861,0.05124603543012233,0.07464633846980247,0.14653848853665496
12,0.9323018061210065,0.9681568450066569,0.8756008460701261,0.5927720463990779,0.5402127611731751,0.4790005124586932,0.3094788853747063,0.07310431323143224,0.08834725316022692,0.11517000272545234,0.09827211690788559,0.45130610866519055,0.3061606534726039,0.1872003064243626,0.13339465316093418,0.08615449419582799,0.5091861284694902,0.1447419751216381,0.08305344264990923,0.19637319572665923,0.4070519184833106,0.08790800046919325,0.17501866505199887,0.14520765349433898,0.11186345980750848,0.05858169501370307,0.0871230808528915,0.1370144072553602
13,0.9220861943205689,0.9704382100037645,0.8844929677811875,0.6043698208308075,0.5380174359969071,0.4993124217628903,0.3321694505378116,0.08450849717522944,0.08182836887227751,0.11367045186738356,0.09978641754782003,0.4461679315030199,0.2984734050446246,0.18547587676751448,0.1112585295969201,0.08957291743017462,0.5223680103925715,0.1318462245769468,0.07575993464401296,0.19664823210482305,0.39700092468495857,0.08678764714762605,0.17706771891215037,0.14968268061253748,0.12435379590528177,0.05852948980716475,0.08421970485340381,0.13285336491899077
14,0.9200953100113758,0.9648734122864997,0.8774946288037377,0.5119146624627462,0.5556067380784927,0.4794780271510518,0.30586228171893054,0.08388306146976884,0.08519748287018936,0.12710384494540147,0.09969051531228955,0.4445793389440871,0.28530036099026174,0.17859277432851736,0.11005678430176517,0.0855130425119074,0.4924701412404541,0.13880100129404757,0.07055736957231087,0.20925595676109632,0.40543304435817207,0.09409385566228336,0.1804441641640694,0.14415170477351336,0.11809090587918003,0.07111828512405663,0.08223589840822668,0.14053475452925887
15,0.9197836542800181,0.9622385183826943,0.8719653029262119,0.5146743449889469,0.5417628322818046,0.48525652509883377,0.3405504620863408,0.0690404929666807,0.07828003191705186,0.11400094751893304,0.09981287227425976,0.4596604621042011,0.305740046733533,0.20654066614671057,0.11959799585601108,0.08950904684392386,0.5050604648441805,0.14060293158703138,0.08867549220626664,0.19709577780616047,0.40017720547766816,0.08704738737094836,0.15230068519275392,0.13864056828125576,0.11015922714667503,0.05618819421240806,0.07787172921126372,0.13675189713339628
16,0.9321956198938162,0.9642527120562592,0.8801210500997915,0.5702301921279351,0.5338992555313019,0.5082444408116654,0.32587797197216356,0.07799462403358064,0.08646010518454988,0.1226707357578752,0.10015587895573239,0.43133756305510074,0.2975704508478874,0.19831000889112788,0.10707098180539285,0.08478792853414394,0.5151268014199493,0.14509993932953955,0.08612452778851291,0.20664829636355825,0.39408209378943015,0.08741599111333874,0.16514262425696122,0.15632965605850582,0.11338223588600135,0.06789132051584074,0.08482959217652283,0.1262505761013842
17,0.9258223130947159,0.9716747510316605,0.8869161783009514,0.551417792847781,0.5203180281243831,0.5086169166704082,0.3213397067731628,0.08364931692790509,0.08181701855424516,0.12163352663003739,0.10411902004318078,0.4581385536161089,0.3125163019502234,0.19507638387772464,0.11674181605775247,0.08204445150700047,0.5131114325227225,0.1459387629670495,0.10075661929216392,0.20568841796055795,0.39612098675406426,0.09141679972362801,0.1698278442022719,0.14516230003937605,0.10323495020411441,0.05879398508242288,0.07735532492604072,0.12603874894891753
18,0.9227207749750208,0.9657792973869925,0.8739583655765395,0.6205106720234356,0.5480142025367379,0.4959042470180507,0.3265465819082308,0.07623655335492721,0.07970871562246905,0.11889019616576724,0.1062957227832936,0.46063634227448735,0.29646411632072295,0.20362144562523135,0.11265334266929525,0.09152626883538627,0.5003104823112584,0.1415069775896584,0.08768780667125056,0.21407759293288633,0.3944951368823797,0.08316025048260221,0.15262325847346847,0.15150666388536732,0.11301548944794734,0.06028506873214504,0.07809923186890808,0.14107685277392806
19,0.9237148466229692,0.9678665682589178,0.881473458212672,0.6387995328780413,0.5205371689774194,0.4758801192734077,0.32292788627755864,0.07761642777105826,0.08850721416869799,0.1202431854945025,0.11033475739495653,0.44802748004009924,0.2851912041231536,0.20344228942298334,0.12321878030480682,0.10896239134984002,0.5117837102886679,0.15030632825375256,0.09198666569392824,0.20275201233723408,0.39653742204597264,0.09851154052004152,0.15808672676849084,0.15479377550275644,0.10504786827642623,0.059269862175823175,0.08234598201664206,0.13690535814938806
20,0.9133576693035247,0.9648917899537859,0.8678586664633201,0.6223366291229173,0.5418919953985017,0.4915219729680812,0.3263924616793746,0.09688622303611052,0.0949063281261366,0.12289463639060531,0.11523348180777823,0.4590714354843878,0.2956197774429132,0.21513129715847681,0.12835851256744527,0.1076552854976709,0.5204761030520106,0.16333018424765672,0.0839216385491301,0.2046806279669286,0.39739174401185406,0.09410906050995772,0.1779574517639037,0.1532417367639938,0.11025868689914024,0.0808545959603409,0.09059255145610742,0.13672060092732283
21,0.9093246819145062,0.9650794233374154,0.8725153946748699,0.6149247624162371,0.5443807741888327,0.49357792265057776,0.32555041720469763,0.08340755792353613,0.09794847518415042,0.11622937875188792,0.11242884991328941,0.453308346881796,0.295748336046091,0.20876675501204384,0.13527449984098597,0.10427351432810172,0.5049209290942542,0.1575742042206147,0.08651582671647422,0.20983423794560538,0.40514852772196513,0.09435127246851158,0.16787324367027823,0.14107700482213437,0.11500953903373923,0.06005011240563278,0.09028739146893865,0.14765052962524608
22,0.9188379380104068,0.961054561236615,0.8798614542085634,0.5857620938767785,0.5530334281400086,0.47344544531660465,0.3298806688188727,0.08282185039172536,0.08404560769224503,0.12405959126141822,0.10728132348497361,0.45829456631955834,0.3040985596856219,0.2265785236577614,0.12434074015712637,0.09773122434598291,0.5194011097751543,0.15181927899650116,0.09415847234037408,0.21518434000674688,0.40191656637954454,0.09024398547121641,0.16612628812671243,0.1605574662714098,0.10823057298818481,0.06997733019501542,0.08438152021966756,0.14209899980680568
23,0.9183209532902386,0.9677909152477604,0.8747659410288945,0.6199025715805644,0.5349848798809759,0.48131341660669,0.32719058619263264,0.09140014177576258,0.08378342334256109,0.12375864884726409,0.1067258868977555,0.45349659324217606,0.2980621551552389,0.21297229924025335,0.14112360864319934,0.08551304221080934,0.5012785783193274,0.14548828048061732,0.09120392080665765,0.2110283426342856,0.4030301346989935,0.09884231881999492,0.17213435238247168,0.15458518418747103,0.11620865841140318,0.06486800795682926,0.09038358803033467,0.1424246039743546
